id,name,email,amount,category,date,status
33412,User33412,user33412@example.com,548.83,Garden,2026-04-22,active
33413,User33413,user33413@example.com,352.59,Food,2025-11-03,inactive
33414,User33414,user33414@example.com,643.44,Sports,2026-02-10,active
33415,User33415,user33415@example.com,652.92,Toys,2026-12-06,active
33416,User33416,user33416@example.com,557.58,Garden,2025-06-11,cancelled
33417,User33417,user33417@example.com,389.98,Garden,2026-01-15,active
33418,User33418,user33418@example.com,117.61,Electronics,2026-09-08,cancelled
33419,User33419,user33419@example.com,94.96,Books,2026-01-20,inactive
33420,User33420,user33420@example.com,167.12,Toys,2025-07-07,pending
33421,User33421,user33421@example.com,245.34,Sports,2025-11-18,active
33422,User33422,user33422@example.com,8.21,Food,2026-09-21,active
33423,User33423,user33423@example.com,26.84,Books,2025-02-10,pending
33424,User33424,user33424@example.com,856.43,Health,2026-03-18,pending
33425,User33425,user33425@example.com,521.81,Health,2025-03-23,inactive
33426,User33426,user33426@example.com,57.78,Garden,2025-08-29,active
33427,User33427,user33427@example.com,539.42,Automotive,2025-01-18,cancelled
33428,User33428,user33428@example.com,288.79,Toys,2026-09-29,inactive
33429,User33429,user33429@example.com,979.02,Books,2025-08-25,pending
33430,User33430,user33430@example.com,449.54,Toys,2026-10-05,pending
33431,User33431,user33431@example.com,940.84,Books,2026-05-17,cancelled
33432,User33432,user33432@example.com,849.92,Garden,2025-03-24,pending
33433,User33433,user33433@example.com,920.77,Garden,2025-10-07,pending
33434,User33434,user33434@example.com,324.35,Health,2025-09-06,cancelled
33435,User33435,user33435@example.com,538.69,Electronics,2025-07-28,active
33436,User33436,user33436@example.com,996.94,Electronics,2026-11-24,cancelled
33437,User33437,user33437@example.com,386.94,Food,2026-04-19,active
33438,User33438,user33438@example.com,42.95,Food,2026-01-03,pending
33439,User33439,user33439@example.com,195.95,Sports,2026-11-12,inactive
33440,User33440,user33440@example.com,570.02,Food,2026-06-26,active
33441,User33441,user33441@example.com,242.60,Health,2026-09-28,cancelled
33442,User33442,user33442@example.com,474.36,Food,2025-09-04,inactive
33443,User33443,user33443@example.com,944.49,Garden,2025-11-13,cancelled
33444,User33444,user33444@example.com,181.36,Health,2026-09-09,inactive
33445,User33445,user33445@example.com,298.05,Sports,2025-06-04,pending
33446,User33446,user33446@example.com,673.93,Electronics,2025-09-03,pending
33447,User33447,user33447@example.com,821.43,Electronics,2025-10-07,pending
33448,User33448,user33448@example.com,35.28,Food,2026-01-26,cancelled
33449,User33449,user33449@example.com,54.25,Garden,2025-06-13,cancelled
33450,User33450,user33450@example.com,661.96,Sports,2025-12-02,pending
33451,User33451,user33451@example.com,741.68,Sports,2026-08-31,active
33452,User33452,user33452@example.com,328.12,Garden,2026-01-19,active
33453,User33453,user33453@example.com,864.24,Health,2026-12-17,active
33454,User33454,user33454@example.com,695.69,Fashion,2025-01-20,cancelled
33455,User33455,user33455@example.com,54.42,Fashion,2025-06-06,inactive
33456,User33456,user33456@example.com,173.38,Fashion,2026-07-02,inactive
33457,User33457,user33457@example.com,327.62,Books,2025-06-25,cancelled
33458,User33458,user33458@example.com,416.18,Garden,2025-09-25,cancelled
33459,User33459,user33459@example.com,421.35,Toys,2025-02-08,active
33460,User33460,user33460@example.com,413.64,Books,2025-04-08,pending
33461,User33461,user33461@example.com,230.05,Toys,2026-12-03,active
33462,User33462,user33462@example.com,657.75,Sports,2025-06-25,cancelled
33463,User33463,user33463@example.com,588.28,Health,2026-12-08,pending
33464,User33464,user33464@example.com,289.22,Automotive,2026-03-31,inactive
33465,User33465,user33465@example.com,264.59,Sports,2026-01-18,active
33466,User33466,user33466@example.com,876.39,Sports,2025-10-28,inactive
33467,User33467,user33467@example.com,717.23,Health,2025-09-26,inactive
33468,User33468,user33468@example.com,722.24,Health,2025-10-15,cancelled
33469,User33469,user33469@example.com,381.33,Automotive,2025-08-30,cancelled
33470,User33470,user33470@example.com,569.91,Toys,2025-09-11,cancelled
33471,User33471,user33471@example.com,816.92,Books,2026-01-26,active
33472,User33472,user33472@example.com,564.42,Books,2025-05-14,inactive
33473,User33473,user33473@example.com,165.53,Fashion,2026-12-17,cancelled
33474,User33474,user33474@example.com,420.73,Health,2025-04-07,inactive
33475,User33475,user33475@example.com,637.79,Automotive,2026-12-27,active
33476,User33476,user33476@example.com,626.26,Electronics,2025-11-24,inactive
33477,User33477,user33477@example.com,763.80,Fashion,2026-05-05,cancelled
33478,User33478,user33478@example.com,452.28,Fashion,2025-03-08,inactive
33479,User33479,user33479@example.com,619.20,Books,2026-09-28,inactive
33480,User33480,user33480@example.com,513.28,Garden,2025-10-12,pending
33481,User33481,user33481@example.com,1.08,Electronics,2025-08-01,cancelled
33482,User33482,user33482@example.com,127.81,Toys,2025-12-20,cancelled
33483,User33483,user33483@example.com,975.39,Electronics,2026-10-29,inactive
33484,User33484,user33484@example.com,242.96,Automotive,2025-02-03,inactive
33485,User33485,user33485@example.com,205.11,Fashion,2025-06-26,inactive
33486,User33486,user33486@example.com,760.93,Health,2025-07-04,cancelled
33487,User33487,user33487@example.com,651.45,Home,2025-09-15,active
33488,User33488,user33488@example.com,111.05,Electronics,2025-04-15,active
33489,User33489,user33489@example.com,172.69,Sports,2025-07-17,cancelled
33490,User33490,user33490@example.com,480.73,Toys,2025-08-28,cancelled
33491,User33491,user33491@example.com,784.02,Automotive,2025-02-20,cancelled
33492,User33492,user33492@example.com,442.93,Home,2025-06-29,pending
33493,User33493,user33493@example.com,279.78,Automotive,2025-01-27,active
33494,User33494,user33494@example.com,462.54,Sports,2025-01-11,inactive
33495,User33495,user33495@example.com,843.88,Health,2026-04-28,inactive
33496,User33496,user33496@example.com,455.40,Sports,2026-04-30,inactive
33497,User33497,user33497@example.com,368.15,Fashion,2026-11-29,active
33498,User33498,user33498@example.com,64.95,Fashion,2026-12-03,inactive
33499,User33499,user33499@example.com,796.06,Health,2026-06-27,active
33500,User33500,user33500@example.com,27.07,Fashion,2025-02-13,active
33501,User33501,user33501@example.com,20.57,Toys,2026-05-08,cancelled
33502,User33502,user33502@example.com,602.73,Health,2026-04-01,cancelled
33503,User33503,user33503@example.com,828.58,Food,2025-10-22,pending
33504,User33504,user33504@example.com,522.49,Toys,2026-03-16,pending
33505,User33505,user33505@example.com,305.72,Books,2025-06-03,cancelled
33506,User33506,user33506@example.com,246.53,Sports,2025-03-14,active
33507,User33507,user33507@example.com,916.48,Health,2025-02-06,pending
33508,User33508,user33508@example.com,969.82,Automotive,2025-06-23,active
33509,User33509,user33509@example.com,553.73,Toys,2026-01-22,inactive
33510,User33510,user33510@example.com,700.64,Books,2025-03-16,inactive
33511,User33511,user33511@example.com,64.46,Electronics,2026-11-28,pending
33512,User33512,user33512@example.com,824.39,Electronics,2026-01-10,cancelled
33513,User33513,user33513@example.com,616.78,Garden,2026-01-03,active
33514,User33514,user33514@example.com,214.37,Garden,2025-07-26,inactive
33515,User33515,user33515@example.com,960.08,Fashion,2025-04-13,pending
33516,User33516,user33516@example.com,123.19,Automotive,2025-12-23,inactive
33517,User33517,user33517@example.com,11.16,Sports,2025-03-17,cancelled
33518,User33518,user33518@example.com,529.30,Sports,2026-01-18,inactive
33519,User33519,user33519@example.com,639.16,Electronics,2025-09-20,pending
33520,User33520,user33520@example.com,600.59,Automotive,2025-06-16,pending
33521,User33521,user33521@example.com,322.45,Fashion,2025-11-30,active
33522,User33522,user33522@example.com,866.22,Food,2025-10-20,cancelled
33523,User33523,user33523@example.com,939.66,Automotive,2026-01-01,active
33524,User33524,user33524@example.com,563.80,Toys,2025-07-11,pending
33525,User33525,user33525@example.com,245.20,Automotive,2025-06-26,inactive
33526,User33526,user33526@example.com,800.22,Toys,2025-01-28,active
33527,User33527,user33527@example.com,644.19,Electronics,2026-01-21,pending
33528,User33528,user33528@example.com,451.02,Automotive,2025-07-26,active
33529,User33529,user33529@example.com,777.10,Toys,2025-11-10,active
33530,User33530,user33530@example.com,810.85,Sports,2025-07-07,inactive
33531,User33531,user33531@example.com,429.57,Home,2026-10-19,pending
33532,User33532,user33532@example.com,230.28,Books,2025-08-22,cancelled
33533,User33533,user33533@example.com,822.41,Books,2026-05-05,cancelled
33534,User33534,user33534@example.com,89.94,Electronics,2026-04-04,active
33535,User33535,user33535@example.com,863.09,Books,2026-05-09,active
33536,User33536,user33536@example.com,219.06,Toys,2025-09-22,pending
33537,User33537,user33537@example.com,557.06,Books,2026-04-28,inactive
33538,User33538,user33538@example.com,520.86,Automotive,2026-06-02,pending
33539,User33539,user33539@example.com,778.02,Automotive,2026-02-07,cancelled
33540,User33540,user33540@example.com,984.41,Sports,2026-03-30,active
33541,User33541,user33541@example.com,274.35,Garden,2025-01-29,inactive
33542,User33542,user33542@example.com,563.68,Sports,2025-07-17,pending
33543,User33543,user33543@example.com,790.48,Books,2025-01-30,active
33544,User33544,user33544@example.com,344.41,Garden,2026-10-27,cancelled
33545,User33545,user33545@example.com,395.95,Health,2025-11-23,cancelled
33546,User33546,user33546@example.com,358.10,Fashion,2025-09-09,active
33547,User33547,user33547@example.com,106.91,Garden,2026-05-16,pending
33548,User33548,user33548@example.com,887.26,Health,2026-05-01,cancelled
33549,User33549,user33549@example.com,201.01,Automotive,2025-06-13,pending
33550,User33550,user33550@example.com,308.77,Books,2026-07-10,pending
33551,User33551,user33551@example.com,56.34,Electronics,2026-05-06,pending
33552,User33552,user33552@example.com,116.42,Books,2026-10-03,inactive
33553,User33553,user33553@example.com,57.18,Sports,2025-03-10,cancelled
33554,User33554,user33554@example.com,560.83,Garden,2026-06-04,pending
33555,User33555,user33555@example.com,181.76,Books,2025-06-01,active
33556,User33556,user33556@example.com,541.35,Home,2025-08-16,inactive
33557,User33557,user33557@example.com,449.40,Home,2025-12-04,active
33558,User33558,user33558@example.com,745.81,Home,2026-08-24,inactive
33559,User33559,user33559@example.com,73.02,Toys,2025-01-27,active
33560,User33560,user33560@example.com,764.19,Health,2026-11-06,cancelled
33561,User33561,user33561@example.com,594.91,Electronics,2025-09-22,active
33562,User33562,user33562@example.com,209.82,Garden,2026-03-04,pending
33563,User33563,user33563@example.com,370.33,Toys,2026-08-08,inactive
33564,User33564,user33564@example.com,3.16,Garden,2026-07-08,inactive
33565,User33565,user33565@example.com,43.94,Food,2025-08-30,cancelled
33566,User33566,user33566@example.com,859.24,Health,2025-07-15,inactive
33567,User33567,user33567@example.com,852.91,Sports,2025-03-11,pending
33568,User33568,user33568@example.com,827.62,Toys,2026-03-12,inactive
33569,User33569,user33569@example.com,952.80,Home,2026-11-27,inactive
33570,User33570,user33570@example.com,65.41,Food,2025-05-21,cancelled
33571,User33571,user33571@example.com,761.19,Home,2025-03-16,inactive
33572,User33572,user33572@example.com,872.98,Sports,2026-05-27,cancelled
33573,User33573,user33573@example.com,101.12,Books,2025-08-12,active
33574,User33574,user33574@example.com,240.60,Automotive,2025-05-11,active
33575,User33575,user33575@example.com,85.39,Sports,2025-12-24,inactive
33576,User33576,user33576@example.com,406.99,Fashion,2026-07-25,cancelled
33577,User33577,user33577@example.com,235.29,Sports,2026-04-04,cancelled
33578,User33578,user33578@example.com,613.15,Home,2025-11-07,pending
33579,User33579,user33579@example.com,543.24,Books,2026-02-09,active
33580,User33580,user33580@example.com,684.24,Electronics,2025-11-11,active
33581,User33581,user33581@example.com,999.83,Food,2026-10-22,inactive
33582,User33582,user33582@example.com,449.15,Electronics,2026-11-06,cancelled
33583,User33583,user33583@example.com,783.41,Books,2026-01-31,inactive
33584,User33584,user33584@example.com,919.38,Sports,2025-09-21,pending
33585,User33585,user33585@example.com,178.40,Automotive,2026-05-17,cancelled
33586,User33586,user33586@example.com,905.89,Food,2026-10-26,pending
33587,User33587,user33587@example.com,210.91,Home,2025-01-17,active
33588,User33588,user33588@example.com,698.45,Garden,2025-05-02,pending
33589,User33589,user33589@example.com,422.42,Books,2026-09-23,cancelled
33590,User33590,user33590@example.com,92.61,Sports,2025-05-02,pending
33591,User33591,user33591@example.com,463.19,Sports,2025-04-15,inactive
33592,User33592,user33592@example.com,668.65,Food,2025-02-23,cancelled
33593,User33593,user33593@example.com,520.61,Food,2026-08-18,active
33594,User33594,user33594@example.com,831.94,Health,2026-10-26,pending
33595,User33595,user33595@example.com,380.93,Fashion,2025-02-05,active
33596,User33596,user33596@example.com,369.68,Garden,2025-02-17,cancelled
33597,User33597,user33597@example.com,876.51,Garden,2025-01-25,cancelled
33598,User33598,user33598@example.com,221.33,Fashion,2026-12-22,inactive
33599,User33599,user33599@example.com,882.61,Health,2026-11-14,active
33600,User33600,user33600@example.com,883.33,Automotive,2025-01-15,cancelled
33601,User33601,user33601@example.com,804.91,Books,2025-04-20,active
33602,User33602,user33602@example.com,625.83,Toys,2025-10-21,inactive
33603,User33603,user33603@example.com,231.74,Garden,2026-11-25,pending
33604,User33604,user33604@example.com,991.87,Home,2026-10-11,active
33605,User33605,user33605@example.com,6.52,Sports,2026-07-06,cancelled
33606,User33606,user33606@example.com,937.30,Food,2026-04-27,active
33607,User33607,user33607@example.com,513.77,Fashion,2025-07-13,pending
33608,User33608,user33608@example.com,751.34,Toys,2026-06-18,cancelled
33609,User33609,user33609@example.com,465.48,Garden,2025-12-08,inactive
33610,User33610,user33610@example.com,241.41,Home,2026-12-24,cancelled
33611,User33611,user33611@example.com,514.72,Food,2026-11-14,cancelled
33612,User33612,user33612@example.com,272.10,Home,2026-03-10,pending
33613,User33613,user33613@example.com,277.37,Fashion,2025-12-31,active
33614,User33614,user33614@example.com,936.45,Health,2025-09-05,inactive
33615,User33615,user33615@example.com,507.87,Food,2026-12-27,active
33616,User33616,user33616@example.com,134.52,Sports,2025-07-02,cancelled
33617,User33617,user33617@example.com,13.24,Garden,2026-11-26,active
33618,User33618,user33618@example.com,269.38,Books,2025-07-15,active
33619,User33619,user33619@example.com,139.64,Electronics,2026-08-09,pending
33620,User33620,user33620@example.com,353.18,Automotive,2026-01-07,cancelled
33621,User33621,user33621@example.com,923.02,Health,2025-09-13,pending
33622,User33622,user33622@example.com,671.24,Food,2025-12-06,cancelled
33623,User33623,user33623@example.com,619.48,Food,2026-01-28,pending
33624,User33624,user33624@example.com,155.41,Automotive,2026-09-30,active
33625,User33625,user33625@example.com,687.38,Automotive,2026-08-15,cancelled
33626,User33626,user33626@example.com,901.73,Garden,2025-05-23,cancelled
33627,User33627,user33627@example.com,703.91,Toys,2026-07-06,inactive
33628,User33628,user33628@example.com,532.88,Toys,2026-07-16,active
33629,User33629,user33629@example.com,813.50,Fashion,2025-07-16,cancelled
33630,User33630,user33630@example.com,654.82,Automotive,2026-11-09,cancelled
33631,User33631,user33631@example.com,452.40,Health,2025-11-18,active
33632,User33632,user33632@example.com,490.23,Health,2026-02-02,active
33633,User33633,user33633@example.com,782.82,Fashion,2025-07-30,inactive
33634,User33634,user33634@example.com,112.63,Books,2026-04-18,cancelled
33635,User33635,user33635@example.com,54.01,Home,2026-06-16,cancelled
33636,User33636,user33636@example.com,201.43,Automotive,2025-01-20,pending
33637,User33637,user33637@example.com,561.09,Electronics,2026-06-12,cancelled
33638,User33638,user33638@example.com,968.61,Electronics,2026-02-15,inactive
33639,User33639,user33639@example.com,998.88,Sports,2025-12-20,pending
33640,User33640,user33640@example.com,749.34,Automotive,2025-08-02,pending
33641,User33641,user33641@example.com,708.29,Garden,2025-12-05,inactive
33642,User33642,user33642@example.com,531.28,Fashion,2026-10-30,active
33643,User33643,user33643@example.com,716.37,Fashion,2026-08-22,inactive
33644,User33644,user33644@example.com,633.63,Books,2025-05-06,active
33645,User33645,user33645@example.com,868.85,Home,2026-08-29,active
33646,User33646,user33646@example.com,786.26,Home,2026-09-09,inactive
33647,User33647,user33647@example.com,75.43,Home,2026-07-31,pending
33648,User33648,user33648@example.com,533.70,Books,2025-11-10,inactive
33649,User33649,user33649@example.com,227.14,Health,2026-12-04,active
33650,User33650,user33650@example.com,349.17,Sports,2025-07-22,pending
33651,User33651,user33651@example.com,300.84,Electronics,2025-01-16,inactive
33652,User33652,user33652@example.com,594.99,Food,2025-12-08,pending
33653,User33653,user33653@example.com,401.74,Food,2025-11-10,pending
33654,User33654,user33654@example.com,875.64,Health,2026-01-07,active
33655,User33655,user33655@example.com,583.67,Electronics,2025-03-27,pending
33656,User33656,user33656@example.com,50.97,Automotive,2025-09-19,active
33657,User33657,user33657@example.com,37.66,Health,2026-06-02,active
33658,User33658,user33658@example.com,309.87,Home,2026-10-26,pending
33659,User33659,user33659@example.com,620.95,Automotive,2025-04-25,active
33660,User33660,user33660@example.com,959.29,Garden,2025-12-16,active
33661,User33661,user33661@example.com,662.33,Food,2026-01-28,cancelled
33662,User33662,user33662@example.com,710.48,Automotive,2026-08-23,pending
33663,User33663,user33663@example.com,391.76,Garden,2026-10-27,pending
33664,User33664,user33664@example.com,392.81,Health,2025-03-01,active
33665,User33665,user33665@example.com,901.02,Electronics,2026-12-31,inactive
33666,User33666,user33666@example.com,39.14,Garden,2025-11-13,inactive
33667,User33667,user33667@example.com,276.42,Electronics,2025-09-13,inactive
33668,User33668,user33668@example.com,398.70,Food,2026-04-27,active
33669,User33669,user33669@example.com,959.47,Electronics,2026-08-03,pending
33670,User33670,user33670@example.com,284.32,Toys,2026-10-09,active
33671,User33671,user33671@example.com,934.64,Food,2025-02-27,active
33672,User33672,user33672@example.com,40.06,Garden,2025-12-29,active
33673,User33673,user33673@example.com,125.97,Toys,2026-08-11,cancelled
33674,User33674,user33674@example.com,330.27,Automotive,2025-09-08,pending
33675,User33675,user33675@example.com,939.33,Garden,2025-02-22,active
33676,User33676,user33676@example.com,276.13,Books,2026-08-27,pending
33677,User33677,user33677@example.com,202.13,Sports,2025-11-01,inactive
33678,User33678,user33678@example.com,180.89,Food,2026-12-30,inactive
33679,User33679,user33679@example.com,171.26,Automotive,2026-10-12,pending
33680,User33680,user33680@example.com,496.96,Automotive,2026-05-09,active
33681,User33681,user33681@example.com,992.18,Electronics,2026-06-03,inactive
33682,User33682,user33682@example.com,35.29,Books,2025-08-16,active
33683,User33683,user33683@example.com,767.60,Books,2026-08-07,inactive
33684,User33684,user33684@example.com,709.94,Fashion,2026-07-11,cancelled
33685,User33685,user33685@example.com,156.67,Sports,2025-06-28,active
33686,User33686,user33686@example.com,122.81,Food,2026-11-18,pending
33687,User33687,user33687@example.com,227.54,Sports,2025-08-20,cancelled
33688,User33688,user33688@example.com,652.38,Fashion,2026-10-26,active
33689,User33689,user33689@example.com,881.17,Fashion,2025-11-19,inactive
33690,User33690,user33690@example.com,266.52,Garden,2026-09-18,active
33691,User33691,user33691@example.com,803.09,Garden,2026-11-11,cancelled
33692,User33692,user33692@example.com,784.12,Automotive,2025-10-14,inactive
33693,User33693,user33693@example.com,236.39,Toys,2026-01-22,pending
33694,User33694,user33694@example.com,695.65,Fashion,2025-11-28,pending
33695,User33695,user33695@example.com,12.33,Sports,2026-08-13,cancelled
33696,User33696,user33696@example.com,397.61,Automotive,2025-06-19,pending
33697,User33697,user33697@example.com,786.78,Books,2025-09-29,active
33698,User33698,user33698@example.com,206.99,Electronics,2026-05-25,active
33699,User33699,user33699@example.com,217.83,Electronics,2026-02-15,pending
33700,User33700,user33700@example.com,898.26,Garden,2026-01-11,cancelled
33701,User33701,user33701@example.com,485.49,Electronics,2025-09-24,pending
33702,User33702,user33702@example.com,791.99,Electronics,2026-08-16,inactive
33703,User33703,user33703@example.com,722.61,Garden,2025-02-25,active
33704,User33704,user33704@example.com,697.52,Fashion,2026-12-10,inactive
33705,User33705,user33705@example.com,978.60,Automotive,2025-08-07,active
33706,User33706,user33706@example.com,518.51,Toys,2025-03-18,inactive
33707,User33707,user33707@example.com,319.43,Food,2026-04-22,pending
33708,User33708,user33708@example.com,649.11,Automotive,2026-12-25,cancelled
33709,User33709,user33709@example.com,97.24,Electronics,2026-02-23,pending
33710,User33710,user33710@example.com,853.15,Electronics,2026-10-02,pending
33711,User33711,user33711@example.com,781.20,Fashion,2025-07-21,cancelled
33712,User33712,user33712@example.com,588.66,Food,2026-10-01,active
33713,User33713,user33713@example.com,512.19,Sports,2026-05-11,active
33714,User33714,user33714@example.com,494.02,Food,2026-12-19,cancelled
33715,User33715,user33715@example.com,998.85,Food,2026-08-11,active
33716,User33716,user33716@example.com,507.67,Garden,2026-08-13,inactive
33717,User33717,user33717@example.com,721.39,Fashion,2025-02-01,active
33718,User33718,user33718@example.com,151.00,Health,2026-01-29,active
33719,User33719,user33719@example.com,465.25,Garden,2025-07-10,inactive
33720,User33720,user33720@example.com,138.80,Food,2025-07-04,cancelled
33721,User33721,user33721@example.com,219.79,Food,2025-09-16,cancelled
33722,User33722,user33722@example.com,176.89,Fashion,2026-01-27,cancelled
33723,User33723,user33723@example.com,709.53,Books,2025-04-27,inactive
33724,User33724,user33724@example.com,298.80,Toys,2025-11-27,cancelled
33725,User33725,user33725@example.com,987.67,Home,2026-08-04,inactive
33726,User33726,user33726@example.com,113.02,Electronics,2026-06-19,cancelled
33727,User33727,user33727@example.com,606.69,Books,2025-12-21,inactive
33728,User33728,user33728@example.com,941.30,Automotive,2025-06-03,pending
33729,User33729,user33729@example.com,295.11,Electronics,2025-09-10,inactive
33730,User33730,user33730@example.com,696.85,Food,2026-10-23,active
33731,User33731,user33731@example.com,630.92,Home,2025-05-28,active
33732,User33732,user33732@example.com,240.72,Garden,2026-05-19,active
33733,User33733,user33733@example.com,685.60,Books,2025-12-08,pending
33734,User33734,user33734@example.com,3.15,Electronics,2026-05-02,active
33735,User33735,user33735@example.com,773.27,Garden,2026-03-08,pending
33736,User33736,user33736@example.com,671.89,Health,2025-10-25,pending
33737,User33737,user33737@example.com,926.04,Home,2026-09-21,inactive
33738,User33738,user33738@example.com,987.39,Automotive,2026-07-10,active
33739,User33739,user33739@example.com,406.43,Books,2026-07-12,pending
33740,User33740,user33740@example.com,271.28,Books,2026-02-08,pending
33741,User33741,user33741@example.com,740.91,Health,2025-02-14,pending
33742,User33742,user33742@example.com,142.62,Garden,2026-07-19,pending
33743,User33743,user33743@example.com,350.03,Books,2026-04-09,active
33744,User33744,user33744@example.com,495.23,Toys,2025-04-16,active
33745,User33745,user33745@example.com,671.03,Books,2025-12-09,inactive
33746,User33746,user33746@example.com,139.47,Health,2025-06-14,inactive
33747,User33747,user33747@example.com,464.58,Health,2026-07-20,active
33748,User33748,user33748@example.com,485.92,Garden,2026-05-19,cancelled
33749,User33749,user33749@example.com,63.37,Home,2025-08-13,cancelled
33750,User33750,user33750@example.com,67.90,Electronics,2026-11-21,cancelled
33751,User33751,user33751@example.com,361.92,Automotive,2026-10-31,cancelled
33752,User33752,user33752@example.com,522.29,Sports,2025-05-21,inactive
