id,name,email,amount,category,date,status
66718,User66718,user66718@example.com,842.15,Toys,2026-08-13,active
66719,User66719,user66719@example.com,862.44,Home,2026-04-24,cancelled
66720,User66720,user66720@example.com,89.80,Toys,2026-08-02,cancelled
66721,User66721,user66721@example.com,886.81,Garden,2026-10-16,cancelled
66722,User66722,user66722@example.com,387.65,Automotive,2025-11-10,inactive
66723,User66723,user66723@example.com,566.57,Automotive,2026-04-24,cancelled
66724,User66724,user66724@example.com,280.31,Electronics,2026-12-30,active
66725,User66725,user66725@example.com,774.17,Garden,2026-03-28,active
66726,User66726,user66726@example.com,17.09,Garden,2026-04-02,cancelled
66727,User66727,user66727@example.com,397.92,Home,2026-02-24,pending
66728,User66728,user66728@example.com,933.52,Sports,2026-01-02,cancelled
66729,User66729,user66729@example.com,480.29,Electronics,2025-03-09,inactive
66730,User66730,user66730@example.com,107.22,Fashion,2026-11-21,active
66731,User66731,user66731@example.com,605.20,Electronics,2025-03-07,cancelled
66732,User66732,user66732@example.com,189.16,Sports,2026-08-02,pending
66733,User66733,user66733@example.com,547.94,Garden,2025-07-16,inactive
66734,User66734,user66734@example.com,802.24,Books,2025-12-14,active
66735,User66735,user66735@example.com,881.67,Health,2025-07-09,cancelled
66736,User66736,user66736@example.com,155.35,Food,2025-06-18,cancelled
66737,User66737,user66737@example.com,997.77,Automotive,2026-07-26,active
66738,User66738,user66738@example.com,446.34,Fashion,2025-12-08,cancelled
66739,User66739,user66739@example.com,822.21,Toys,2026-06-26,cancelled
66740,User66740,user66740@example.com,778.33,Automotive,2026-08-14,inactive
66741,User66741,user66741@example.com,363.73,Fashion,2025-04-13,cancelled
66742,User66742,user66742@example.com,786.81,Books,2026-07-29,pending
66743,User66743,user66743@example.com,921.17,Electronics,2025-05-23,inactive
66744,User66744,user66744@example.com,819.85,Toys,2025-05-11,inactive
66745,User66745,user66745@example.com,1.60,Books,2026-03-03,pending
66746,User66746,user66746@example.com,630.48,Automotive,2026-07-05,cancelled
66747,User66747,user66747@example.com,465.16,Home,2026-09-16,active
66748,User66748,user66748@example.com,760.33,Food,2026-10-16,inactive
66749,User66749,user66749@example.com,614.22,Fashion,2026-01-08,active
66750,User66750,user66750@example.com,841.23,Automotive,2025-02-13,active
66751,User66751,user66751@example.com,949.70,Health,2025-12-20,pending
66752,User66752,user66752@example.com,836.64,Sports,2026-10-23,inactive
66753,User66753,user66753@example.com,556.91,Sports,2026-10-14,pending
66754,User66754,user66754@example.com,94.12,Sports,2026-01-25,active
66755,User66755,user66755@example.com,396.85,Toys,2025-05-27,pending
66756,User66756,user66756@example.com,478.64,Home,2025-03-02,cancelled
66757,User66757,user66757@example.com,704.96,Garden,2025-04-09,active
66758,User66758,user66758@example.com,643.14,Electronics,2025-05-30,cancelled
66759,User66759,user66759@example.com,708.93,Electronics,2026-08-31,cancelled
66760,User66760,user66760@example.com,114.46,Sports,2025-01-24,inactive
66761,User66761,user66761@example.com,74.22,Garden,2025-05-30,pending
66762,User66762,user66762@example.com,336.20,Fashion,2025-05-15,cancelled
66763,User66763,user66763@example.com,785.23,Sports,2025-04-01,inactive
66764,User66764,user66764@example.com,163.84,Electronics,2026-11-21,cancelled
66765,User66765,user66765@example.com,627.50,Books,2026-08-11,inactive
66766,User66766,user66766@example.com,983.24,Sports,2026-03-31,cancelled
66767,User66767,user66767@example.com,452.13,Books,2025-04-07,cancelled
66768,User66768,user66768@example.com,390.29,Health,2026-04-01,inactive
66769,User66769,user66769@example.com,170.22,Sports,2025-07-16,inactive
66770,User66770,user66770@example.com,747.17,Garden,2025-04-01,pending
66771,User66771,user66771@example.com,346.82,Garden,2026-04-02,active
66772,User66772,user66772@example.com,113.53,Books,2026-07-23,active
66773,User66773,user66773@example.com,512.62,Electronics,2026-12-31,cancelled
66774,User66774,user66774@example.com,990.46,Health,2026-07-16,active
66775,User66775,user66775@example.com,319.87,Sports,2026-10-09,pending
66776,User66776,user66776@example.com,74.62,Books,2026-04-22,pending
66777,User66777,user66777@example.com,278.42,Food,2025-02-09,inactive
66778,User66778,user66778@example.com,556.42,Food,2025-09-15,cancelled
66779,User66779,user66779@example.com,884.53,Food,2026-06-13,pending
66780,User66780,user66780@example.com,385.16,Books,2026-04-12,cancelled
66781,User66781,user66781@example.com,545.21,Automotive,2026-08-08,pending
66782,User66782,user66782@example.com,903.47,Food,2026-11-25,pending
66783,User66783,user66783@example.com,337.71,Books,2026-10-13,inactive
66784,User66784,user66784@example.com,702.15,Garden,2026-06-30,cancelled
66785,User66785,user66785@example.com,532.31,Health,2026-01-18,active
66786,User66786,user66786@example.com,139.40,Electronics,2026-10-26,active
66787,User66787,user66787@example.com,911.87,Toys,2025-04-24,active
66788,User66788,user66788@example.com,238.12,Food,2026-04-17,inactive
66789,User66789,user66789@example.com,534.54,Health,2026-11-11,active
66790,User66790,user66790@example.com,674.66,Fashion,2025-12-04,pending
66791,User66791,user66791@example.com,598.29,Books,2026-05-15,active
66792,User66792,user66792@example.com,179.70,Fashion,2026-03-15,active
66793,User66793,user66793@example.com,467.74,Toys,2025-08-29,active
66794,User66794,user66794@example.com,204.98,Food,2026-01-28,active
66795,User66795,user66795@example.com,740.33,Home,2026-03-19,active
66796,User66796,user66796@example.com,558.12,Automotive,2026-09-25,pending
66797,User66797,user66797@example.com,611.41,Toys,2026-06-06,cancelled
66798,User66798,user66798@example.com,9.34,Sports,2026-06-30,pending
66799,User66799,user66799@example.com,52.39,Automotive,2026-07-08,cancelled
66800,User66800,user66800@example.com,876.75,Books,2025-08-01,inactive
66801,User66801,user66801@example.com,374.09,Fashion,2025-10-26,inactive
66802,User66802,user66802@example.com,701.88,Fashion,2026-09-29,pending
66803,User66803,user66803@example.com,175.17,Home,2026-10-14,inactive
66804,User66804,user66804@example.com,952.25,Food,2025-02-06,pending
66805,User66805,user66805@example.com,934.46,Sports,2026-03-24,inactive
66806,User66806,user66806@example.com,286.12,Home,2026-06-25,active
66807,User66807,user66807@example.com,992.69,Food,2025-12-22,inactive
66808,User66808,user66808@example.com,996.82,Sports,2026-04-12,active
66809,User66809,user66809@example.com,27.50,Health,2026-04-01,pending
66810,User66810,user66810@example.com,797.78,Electronics,2025-09-30,pending
66811,User66811,user66811@example.com,54.35,Electronics,2026-09-06,cancelled
66812,User66812,user66812@example.com,778.24,Toys,2025-01-16,inactive
66813,User66813,user66813@example.com,389.87,Home,2025-01-01,cancelled
66814,User66814,user66814@example.com,115.67,Food,2025-10-11,active
66815,User66815,user66815@example.com,386.37,Electronics,2025-11-07,inactive
66816,User66816,user66816@example.com,554.12,Fashion,2025-05-01,cancelled
66817,User66817,user66817@example.com,240.30,Health,2025-11-08,pending
66818,User66818,user66818@example.com,174.42,Fashion,2026-05-23,cancelled
66819,User66819,user66819@example.com,99.55,Electronics,2025-08-16,active
66820,User66820,user66820@example.com,366.00,Electronics,2025-08-11,active
66821,User66821,user66821@example.com,818.58,Books,2025-09-04,cancelled
66822,User66822,user66822@example.com,439.90,Food,2026-09-04,pending
66823,User66823,user66823@example.com,286.78,Sports,2025-08-07,cancelled
66824,User66824,user66824@example.com,930.92,Food,2026-05-21,inactive
66825,User66825,user66825@example.com,704.95,Sports,2025-06-21,cancelled
66826,User66826,user66826@example.com,776.76,Sports,2025-12-03,cancelled
66827,User66827,user66827@example.com,700.53,Food,2025-02-19,inactive
66828,User66828,user66828@example.com,334.87,Garden,2025-04-18,active
66829,User66829,user66829@example.com,675.87,Electronics,2025-03-19,cancelled
66830,User66830,user66830@example.com,83.98,Garden,2026-01-17,inactive
66831,User66831,user66831@example.com,570.60,Home,2025-07-20,cancelled
66832,User66832,user66832@example.com,734.08,Home,2026-06-12,pending
66833,User66833,user66833@example.com,57.10,Food,2026-02-01,active
66834,User66834,user66834@example.com,137.22,Food,2026-02-06,cancelled
66835,User66835,user66835@example.com,156.26,Garden,2026-09-30,cancelled
66836,User66836,user66836@example.com,209.15,Toys,2025-05-05,pending
66837,User66837,user66837@example.com,53.38,Toys,2025-06-09,active
66838,User66838,user66838@example.com,87.57,Fashion,2026-02-27,inactive
66839,User66839,user66839@example.com,595.54,Automotive,2025-01-20,pending
66840,User66840,user66840@example.com,27.22,Home,2025-04-01,cancelled
66841,User66841,user66841@example.com,761.51,Garden,2025-01-30,inactive
66842,User66842,user66842@example.com,900.68,Toys,2025-03-17,cancelled
66843,User66843,user66843@example.com,727.73,Toys,2026-09-14,cancelled
66844,User66844,user66844@example.com,131.71,Fashion,2025-05-27,active
66845,User66845,user66845@example.com,269.38,Automotive,2025-07-07,pending
66846,User66846,user66846@example.com,976.19,Fashion,2025-02-14,inactive
66847,User66847,user66847@example.com,215.52,Books,2025-06-15,active
66848,User66848,user66848@example.com,455.21,Automotive,2026-09-13,inactive
66849,User66849,user66849@example.com,893.01,Automotive,2025-07-31,active
66850,User66850,user66850@example.com,36.53,Home,2026-03-19,inactive
66851,User66851,user66851@example.com,327.96,Toys,2026-03-21,active
66852,User66852,user66852@example.com,730.55,Automotive,2026-03-05,active
66853,User66853,user66853@example.com,264.35,Food,2026-06-28,pending
66854,User66854,user66854@example.com,801.45,Garden,2026-03-24,inactive
66855,User66855,user66855@example.com,819.88,Sports,2025-01-27,active
66856,User66856,user66856@example.com,43.98,Garden,2026-02-11,cancelled
66857,User66857,user66857@example.com,999.54,Fashion,2025-07-27,active
66858,User66858,user66858@example.com,114.78,Health,2025-09-08,cancelled
66859,User66859,user66859@example.com,35.11,Sports,2026-10-29,inactive
66860,User66860,user66860@example.com,317.00,Sports,2025-06-27,cancelled
66861,User66861,user66861@example.com,913.75,Electronics,2025-10-04,pending
66862,User66862,user66862@example.com,79.48,Automotive,2025-12-16,cancelled
66863,User66863,user66863@example.com,793.74,Toys,2026-08-08,pending
66864,User66864,user66864@example.com,549.48,Fashion,2026-10-10,cancelled
66865,User66865,user66865@example.com,132.26,Home,2025-10-03,pending
66866,User66866,user66866@example.com,336.52,Health,2025-04-26,inactive
66867,User66867,user66867@example.com,821.64,Electronics,2025-05-04,cancelled
66868,User66868,user66868@example.com,517.40,Sports,2026-08-01,active
66869,User66869,user66869@example.com,185.55,Fashion,2026-02-07,pending
66870,User66870,user66870@example.com,733.19,Health,2025-04-05,active
66871,User66871,user66871@example.com,390.82,Toys,2026-11-01,inactive
66872,User66872,user66872@example.com,748.20,Health,2025-12-30,pending
66873,User66873,user66873@example.com,277.25,Health,2025-09-14,pending
66874,User66874,user66874@example.com,328.95,Sports,2025-01-31,active
66875,User66875,user66875@example.com,268.97,Food,2026-12-23,inactive
66876,User66876,user66876@example.com,384.00,Automotive,2025-01-27,active
66877,User66877,user66877@example.com,126.09,Fashion,2025-02-25,pending
66878,User66878,user66878@example.com,225.56,Food,2025-01-23,cancelled
66879,User66879,user66879@example.com,10.87,Toys,2026-12-24,pending
66880,User66880,user66880@example.com,939.24,Health,2025-12-04,active
66881,User66881,user66881@example.com,706.21,Food,2026-04-05,cancelled
66882,User66882,user66882@example.com,377.66,Books,2026-02-14,pending
66883,User66883,user66883@example.com,144.36,Health,2026-07-02,pending
66884,User66884,user66884@example.com,949.53,Automotive,2026-05-08,active
66885,User66885,user66885@example.com,845.38,Food,2026-02-14,active
66886,User66886,user66886@example.com,979.10,Toys,2026-11-21,pending
66887,User66887,user66887@example.com,641.43,Fashion,2025-05-10,inactive
66888,User66888,user66888@example.com,513.58,Toys,2025-06-25,active
66889,User66889,user66889@example.com,920.83,Food,2026-08-23,active
66890,User66890,user66890@example.com,900.20,Automotive,2026-04-18,cancelled
66891,User66891,user66891@example.com,513.61,Home,2026-08-01,active
66892,User66892,user66892@example.com,542.84,Sports,2026-05-15,pending
66893,User66893,user66893@example.com,124.46,Sports,2026-04-16,active
66894,User66894,user66894@example.com,611.26,Garden,2026-05-07,cancelled
66895,User66895,user66895@example.com,157.73,Toys,2025-09-28,cancelled
66896,User66896,user66896@example.com,546.11,Books,2025-11-04,inactive
66897,User66897,user66897@example.com,765.55,Garden,2026-09-29,active
66898,User66898,user66898@example.com,165.47,Garden,2026-05-08,inactive
66899,User66899,user66899@example.com,201.18,Electronics,2025-10-27,pending
66900,User66900,user66900@example.com,942.05,Electronics,2026-07-31,pending
66901,User66901,user66901@example.com,399.97,Food,2026-06-28,active
66902,User66902,user66902@example.com,68.80,Health,2025-11-09,cancelled
66903,User66903,user66903@example.com,623.28,Automotive,2025-05-26,inactive
66904,User66904,user66904@example.com,99.30,Health,2025-08-15,active
66905,User66905,user66905@example.com,730.19,Sports,2025-10-30,pending
66906,User66906,user66906@example.com,280.77,Books,2026-11-14,inactive
66907,User66907,user66907@example.com,433.11,Sports,2025-08-31,inactive
66908,User66908,user66908@example.com,732.22,Food,2026-10-11,active
66909,User66909,user66909@example.com,732.52,Books,2026-03-12,pending
66910,User66910,user66910@example.com,940.13,Electronics,2025-10-20,cancelled
66911,User66911,user66911@example.com,105.54,Food,2026-11-25,active
66912,User66912,user66912@example.com,685.49,Home,2026-03-26,pending
66913,User66913,user66913@example.com,413.48,Electronics,2025-03-11,cancelled
66914,User66914,user66914@example.com,396.11,Food,2025-02-08,pending
66915,User66915,user66915@example.com,986.19,Health,2025-11-01,active
66916,User66916,user66916@example.com,741.56,Fashion,2026-10-27,inactive
66917,User66917,user66917@example.com,518.14,Garden,2026-12-21,pending
66918,User66918,user66918@example.com,973.94,Fashion,2026-04-22,active
66919,User66919,user66919@example.com,689.89,Home,2026-01-05,pending
66920,User66920,user66920@example.com,248.34,Toys,2026-07-05,pending
66921,User66921,user66921@example.com,912.84,Home,2025-05-10,inactive
66922,User66922,user66922@example.com,472.36,Health,2025-01-04,inactive
66923,User66923,user66923@example.com,124.10,Books,2026-05-13,pending
66924,User66924,user66924@example.com,810.15,Electronics,2025-12-24,active
66925,User66925,user66925@example.com,221.85,Food,2025-02-14,active
66926,User66926,user66926@example.com,712.31,Books,2026-12-30,cancelled
66927,User66927,user66927@example.com,188.63,Fashion,2025-02-08,inactive
66928,User66928,user66928@example.com,512.16,Home,2026-09-08,active
66929,User66929,user66929@example.com,246.96,Automotive,2025-01-15,pending
66930,User66930,user66930@example.com,836.95,Food,2026-10-02,active
66931,User66931,user66931@example.com,503.22,Automotive,2026-11-21,inactive
66932,User66932,user66932@example.com,67.08,Toys,2026-01-31,inactive
66933,User66933,user66933@example.com,160.70,Sports,2026-03-17,inactive
66934,User66934,user66934@example.com,432.30,Health,2025-10-03,active
66935,User66935,user66935@example.com,43.77,Home,2026-06-10,cancelled
66936,User66936,user66936@example.com,585.08,Sports,2026-06-17,pending
66937,User66937,user66937@example.com,763.62,Health,2026-05-22,cancelled
66938,User66938,user66938@example.com,304.15,Electronics,2026-10-10,pending
66939,User66939,user66939@example.com,606.47,Garden,2026-10-24,cancelled
66940,User66940,user66940@example.com,329.81,Sports,2025-10-02,pending
66941,User66941,user66941@example.com,435.80,Health,2025-11-13,active
66942,User66942,user66942@example.com,177.29,Fashion,2026-05-20,active
66943,User66943,user66943@example.com,20.05,Books,2026-06-08,active
66944,User66944,user66944@example.com,158.24,Electronics,2025-09-14,pending
66945,User66945,user66945@example.com,250.89,Garden,2026-03-13,cancelled
66946,User66946,user66946@example.com,487.13,Garden,2026-12-25,cancelled
66947,User66947,user66947@example.com,765.51,Automotive,2025-03-15,cancelled
66948,User66948,user66948@example.com,358.19,Food,2025-08-22,pending
66949,User66949,user66949@example.com,994.09,Food,2026-06-06,pending
66950,User66950,user66950@example.com,416.40,Toys,2026-07-28,active
66951,User66951,user66951@example.com,496.70,Food,2025-01-15,active
66952,User66952,user66952@example.com,714.68,Automotive,2025-03-28,active
66953,User66953,user66953@example.com,365.26,Health,2025-12-13,inactive
66954,User66954,user66954@example.com,560.84,Electronics,2026-04-01,active
66955,User66955,user66955@example.com,285.04,Electronics,2026-02-05,cancelled
66956,User66956,user66956@example.com,537.33,Garden,2026-10-23,inactive
66957,User66957,user66957@example.com,128.26,Toys,2026-06-26,cancelled
66958,User66958,user66958@example.com,617.18,Books,2026-08-22,pending
66959,User66959,user66959@example.com,196.06,Sports,2025-01-31,inactive
66960,User66960,user66960@example.com,162.24,Garden,2025-12-03,inactive
66961,User66961,user66961@example.com,100.38,Electronics,2025-08-05,cancelled
66962,User66962,user66962@example.com,694.56,Health,2026-10-06,cancelled
66963,User66963,user66963@example.com,910.18,Home,2026-10-30,pending
66964,User66964,user66964@example.com,956.64,Electronics,2025-12-31,pending
66965,User66965,user66965@example.com,562.94,Garden,2026-11-12,inactive
66966,User66966,user66966@example.com,431.88,Fashion,2025-05-25,active
66967,User66967,user66967@example.com,737.10,Home,2025-07-22,active
66968,User66968,user66968@example.com,487.28,Books,2026-07-08,inactive
66969,User66969,user66969@example.com,300.38,Sports,2025-02-28,active
66970,User66970,user66970@example.com,579.84,Toys,2026-05-29,inactive
66971,User66971,user66971@example.com,6.53,Health,2025-12-01,pending
66972,User66972,user66972@example.com,386.42,Sports,2025-10-11,active
66973,User66973,user66973@example.com,786.18,Food,2025-01-09,inactive
66974,User66974,user66974@example.com,346.80,Books,2025-12-19,pending
66975,User66975,user66975@example.com,590.08,Home,2025-05-02,pending
66976,User66976,user66976@example.com,100.98,Toys,2026-09-01,inactive
66977,User66977,user66977@example.com,64.82,Toys,2026-05-13,pending
66978,User66978,user66978@example.com,56.40,Fashion,2026-07-04,pending
66979,User66979,user66979@example.com,362.37,Health,2025-03-10,inactive
66980,User66980,user66980@example.com,347.08,Sports,2025-05-21,cancelled
66981,User66981,user66981@example.com,620.38,Fashion,2025-11-21,pending
66982,User66982,user66982@example.com,463.51,Fashion,2026-04-24,inactive
66983,User66983,user66983@example.com,111.49,Garden,2026-12-12,cancelled
66984,User66984,user66984@example.com,416.06,Books,2026-12-21,pending
66985,User66985,user66985@example.com,511.82,Toys,2025-02-10,active
66986,User66986,user66986@example.com,49.68,Toys,2026-04-24,cancelled
66987,User66987,user66987@example.com,164.66,Health,2025-05-13,active
66988,User66988,user66988@example.com,855.48,Home,2026-10-17,pending
66989,User66989,user66989@example.com,441.02,Electronics,2026-08-06,pending
66990,User66990,user66990@example.com,886.99,Automotive,2026-12-19,inactive
66991,User66991,user66991@example.com,144.88,Sports,2025-12-09,cancelled
66992,User66992,user66992@example.com,555.29,Fashion,2026-06-15,active
66993,User66993,user66993@example.com,419.88,Fashion,2026-01-13,inactive
66994,User66994,user66994@example.com,316.75,Food,2025-05-31,pending
66995,User66995,user66995@example.com,330.05,Electronics,2025-09-06,cancelled
66996,User66996,user66996@example.com,175.75,Home,2025-07-02,pending
66997,User66997,user66997@example.com,893.19,Fashion,2026-11-27,cancelled
66998,User66998,user66998@example.com,461.89,Electronics,2025-12-04,cancelled
66999,User66999,user66999@example.com,929.05,Books,2025-12-24,pending
67000,User67000,user67000@example.com,699.00,Toys,2026-04-29,cancelled
67001,User67001,user67001@example.com,260.26,Garden,2025-12-09,cancelled
67002,User67002,user67002@example.com,104.32,Garden,2025-01-19,inactive
67003,User67003,user67003@example.com,269.08,Food,2025-12-20,cancelled
67004,User67004,user67004@example.com,394.75,Toys,2026-01-06,pending
67005,User67005,user67005@example.com,842.89,Garden,2025-11-09,inactive
67006,User67006,user67006@example.com,645.51,Food,2026-05-29,inactive
67007,User67007,user67007@example.com,778.65,Health,2026-07-08,cancelled
67008,User67008,user67008@example.com,263.27,Books,2026-03-10,active
67009,User67009,user67009@example.com,192.99,Home,2025-08-29,active
67010,User67010,user67010@example.com,273.00,Toys,2025-07-26,inactive
67011,User67011,user67011@example.com,784.67,Food,2026-01-16,active
67012,User67012,user67012@example.com,920.61,Electronics,2025-02-13,inactive
67013,User67013,user67013@example.com,820.93,Fashion,2026-09-11,pending
67014,User67014,user67014@example.com,639.79,Automotive,2026-04-04,inactive
67015,User67015,user67015@example.com,730.30,Sports,2026-07-17,pending
67016,User67016,user67016@example.com,585.11,Fashion,2025-01-04,cancelled
67017,User67017,user67017@example.com,334.53,Home,2025-08-07,pending
67018,User67018,user67018@example.com,742.80,Automotive,2025-08-09,pending
67019,User67019,user67019@example.com,462.51,Garden,2025-07-13,cancelled
67020,User67020,user67020@example.com,510.82,Toys,2026-09-27,inactive
67021,User67021,user67021@example.com,908.08,Toys,2026-02-15,active
67022,User67022,user67022@example.com,135.23,Food,2026-04-26,pending
67023,User67023,user67023@example.com,572.67,Automotive,2026-08-04,inactive
67024,User67024,user67024@example.com,516.90,Health,2026-12-25,active
67025,User67025,user67025@example.com,64.04,Fashion,2026-10-30,pending
67026,User67026,user67026@example.com,622.02,Sports,2025-01-23,pending
67027,User67027,user67027@example.com,902.57,Home,2026-12-12,inactive
67028,User67028,user67028@example.com,166.23,Home,2025-06-06,inactive
67029,User67029,user67029@example.com,684.87,Sports,2025-12-01,active
67030,User67030,user67030@example.com,57.95,Sports,2026-06-28,pending
67031,User67031,user67031@example.com,809.11,Automotive,2026-09-28,active
67032,User67032,user67032@example.com,663.96,Sports,2026-11-11,pending
67033,User67033,user67033@example.com,95.54,Fashion,2025-12-01,inactive
67034,User67034,user67034@example.com,866.46,Sports,2026-09-14,cancelled
67035,User67035,user67035@example.com,514.86,Toys,2025-01-05,cancelled
67036,User67036,user67036@example.com,449.61,Electronics,2026-07-21,pending
67037,User67037,user67037@example.com,527.94,Health,2026-02-06,active
67038,User67038,user67038@example.com,593.26,Food,2025-06-10,cancelled
67039,User67039,user67039@example.com,626.26,Food,2026-03-13,active
67040,User67040,user67040@example.com,801.24,Sports,2025-09-22,pending
67041,User67041,user67041@example.com,94.56,Electronics,2026-08-20,inactive
67042,User67042,user67042@example.com,169.76,Home,2025-02-08,active
67043,User67043,user67043@example.com,264.48,Health,2025-06-15,inactive
67044,User67044,user67044@example.com,945.41,Health,2026-06-14,cancelled
67045,User67045,user67045@example.com,80.60,Food,2026-08-25,pending
67046,User67046,user67046@example.com,989.54,Health,2026-02-12,cancelled
67047,User67047,user67047@example.com,420.74,Electronics,2026-05-15,pending
67048,User67048,user67048@example.com,313.22,Automotive,2025-03-21,pending
67049,User67049,user67049@example.com,693.99,Toys,2026-12-16,inactive
67050,User67050,user67050@example.com,536.49,Electronics,2026-05-22,inactive
67051,User67051,user67051@example.com,557.32,Food,2025-10-30,inactive
67052,User67052,user67052@example.com,366.91,Automotive,2026-11-03,inactive
67053,User67053,user67053@example.com,905.86,Fashion,2026-06-13,pending
67054,User67054,user67054@example.com,478.32,Automotive,2025-07-29,active
67055,User67055,user67055@example.com,765.22,Automotive,2025-02-10,cancelled
67056,User67056,user67056@example.com,878.95,Health,2025-07-16,pending
67057,User67057,user67057@example.com,159.65,Books,2026-09-12,cancelled
67058,User67058,user67058@example.com,146.35,Food,2026-07-24,pending
67059,User67059,user67059@example.com,413.81,Sports,2025-03-28,pending
67060,User67060,user67060@example.com,507.69,Food,2026-08-10,active
67061,User67061,user67061@example.com,646.17,Sports,2025-05-15,active
67062,User67062,user67062@example.com,710.09,Automotive,2025-04-25,cancelled
67063,User67063,user67063@example.com,192.05,Sports,2025-01-28,inactive
67064,User67064,user67064@example.com,473.34,Sports,2025-08-30,inactive
67065,User67065,user67065@example.com,715.11,Food,2025-07-31,pending
67066,User67066,user67066@example.com,421.96,Electronics,2025-11-15,cancelled
67067,User67067,user67067@example.com,287.76,Garden,2025-12-09,cancelled
67068,User67068,user67068@example.com,979.10,Automotive,2025-12-12,inactive
67069,User67069,user67069@example.com,423.99,Books,2025-07-21,active
67070,User67070,user67070@example.com,372.43,Health,2025-06-09,pending
67071,User67071,user67071@example.com,220.64,Food,2026-08-18,cancelled
67072,User67072,user67072@example.com,956.36,Automotive,2025-02-05,cancelled
67073,User67073,user67073@example.com,195.18,Sports,2025-09-01,active
67074,User67074,user67074@example.com,619.03,Sports,2026-08-02,pending
67075,User67075,user67075@example.com,308.36,Home,2026-11-08,cancelled
67076,User67076,user67076@example.com,62.48,Garden,2026-08-22,pending
67077,User67077,user67077@example.com,51.83,Garden,2026-03-15,cancelled
67078,User67078,user67078@example.com,469.48,Books,2025-04-05,active
67079,User67079,user67079@example.com,458.26,Garden,2025-03-22,cancelled
67080,User67080,user67080@example.com,205.91,Electronics,2025-11-28,cancelled
67081,User67081,user67081@example.com,875.24,Home,2026-12-28,cancelled
67082,User67082,user67082@example.com,961.18,Books,2026-03-25,pending
67083,User67083,user67083@example.com,496.37,Food,2026-09-08,pending
67084,User67084,user67084@example.com,844.38,Automotive,2025-11-19,cancelled
67085,User67085,user67085@example.com,152.55,Fashion,2026-01-03,cancelled
67086,User67086,user67086@example.com,934.22,Garden,2026-06-30,active
